TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","ESQUEL","2945",464,"SC 225/01",2001-07-16,2945464,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA S.A. (ex Unifon) CUIT 30-67881435-7[0375],"STM","CPP","ESQUEL","2945",465,"SC 169/05",2005-07-06,2945465,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA S.A. (ex Unifon) CUIT 30-67881435-7[0375],"STM","CPP","ESQUEL","2945",466,"SC 169/05",2005-07-06,2945466,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA S.A. (ex Unifon) CUIT 30-67881435-7[0375],"STM","CPP","ESQUEL","2945",467,"SC 169/05",2005-07-06,2945467,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA S.A. (ex Unifon) CUIT 30-67881435-7[0375],"STM","CPP","ESQUEL","2945",468,"SC 169/05",2005-07-06,2945468,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA S.A. (ex Unifon) CUIT 30-67881435-7[0375],"STM","CPP","ESQUEL","2945",469,"SC 169/05",2005-07-06,2945469,7,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","BUEN PASTO","2945",4703,"SC 2233/98",1998-10-02,29454703,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","CERRO CENTINELA","2945",4704,"SC 2233/98",1998-10-02,29454704,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","COLAN CONHUE (PROV.  CHUBUT)","2945",4705,"SC 2233/98",1998-10-02,29454705,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","COSTA DEL CHUBUT","2945",4706,"SC 2233/98",1998-10-02,29454706,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","CUSHAMEN","2945",4707,"SC 2233/98",1998-10-02,29454707,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA SOCIEDAD ANONIMA[0833],"SBT","BASICA","CUSHAMEN","2945",4708,"SC 187/07",2007-11-12,29454708,8,2015-10-13 01:54:42.078658,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","FOFO CAHUEL","2945",4709,"SC 2233/98",1998-10-02,29454709,8,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","VILLA FUTALAUFQUEN","2945",471,"SC 2233/98",1998-10-02,2945471,7,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","GOBERNADOR COSTA","2945",472,"SC 2233/98",1998-10-02,2945472,7,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","TECKA","2945",473,"SC 2233/98",1998-10-02,2945473,7,2007-06-25 17:09:52.35298,
TELEFONICA DE ARGENTINA S.A.[0376],"SBT","BASICA","TREVELIN","2945",474,"SC 2233/98",1998-10-02,2945474,7,2007-06-25 17:09:52.35298,
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA[0834],"SRMC/STM/PCS","CPP","CURUZU CUATIA","3774",496,"SC 15/2012",2012-03-22,3774496,7,2014-11-20 01:38:15.378988,
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA[0834],"SRMC/STM/PCS","CPP","CURUZU CUATIA","3774",497,"SC 15/2012",2012-03-22,3774497,7,2014-11-20 01:38:15.378988,
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA[0834],"SRMC/STM/PCS","CPP","CURUZU CUATIA","3774",498,"SC 15/2012",2012-03-22,3774498,7,2014-11-20 01:38:15.378988,
TELECOM ARGENTINA STET FRANCE TELECOM S.A.[0373],"SBT","BASICA","BAIBIENE","3774",4990,"SC 2233/98",1998-10-02,37744990,8,2007-06-25 17:09:52.35298,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111111,"SC 2335/98",1998-10-20,6001111111,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111112,"SC 2335/98",1998-10-20,6001111112,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111113,"SC 2335/98",1998-10-20,6001111113,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111114,"SC 2335/98",1998-10-20,6001111114,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111115,"SC 2335/98",1998-10-20,6001111115,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111116,"SC 2335/98",1998-10-20,6001111116,10,2007-06-27 17:45:00.533158,
TELINFOR S.A.[0786],"600","NOGEO","NO GEOGRAFICO","600",1111117,"SC 2335/98",1998-10-20,6001111117,10,2007-06-27 17:45:00.533158,
TELECOM ARGENTINA STET FRANCE TELECOM S.A.[0373],"ESP","ESP","EMERGENCIAS","911",null,"N/A",2009-03-06,911,3,2009-03-06 13:23:33.508042,
